chart_week,current_week,title,performer,spotify_link
1996-08-31,5,Loungin,LL Cool J,https://open.spotify.com/track/0UN5OvKlbg06LnZyVk48ll
1996-09-07,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-09-07,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-09-07,3,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-09-07,4,Loungin,LL Cool J,https://open.spotify.com/track/0UN5OvKlbg06LnZyVk48ll
1996-09-07,5,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-09-14,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-09-14,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-09-14,3,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-09-14,4,Loungin,LL Cool J,https://open.spotify.com/track/0UN5OvKlbg06LnZyVk48ll
1996-09-14,5,Change The World,Eric Clapton,https://open.spotify.com/track/5Ds0VGkTSQ1jf4KzLUpZPb
1996-09-21,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-09-21,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-09-21,3,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-09-21,4,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-09-21,5,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-09-28,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-09-28,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-09-28,3,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-09-28,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-09-28,5,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-10-05,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-10-05,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-10-05,3,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-10-05,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-10-05,5,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-10-12,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-10-12,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-10-12,3,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-10-12,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-10-12,5,Where Do You Go,No Mercy,https://open.spotify.com/track/37tzoWY1ubBQKGXiWdO5Qv
1996-10-19,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-10-19,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-10-19,3,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-10-19,4,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-10-19,5,Where Do You Go,No Mercy,https://open.spotify.com/track/37tzoWY1ubBQKGXiWdO5Qv
1996-10-26,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-10-26,2,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-10-26,3,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-10-26,4,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-10-26,5,Where Do You Go,No Mercy,https://open.spotify.com/track/37tzoWY1ubBQKGXiWdO5Qv
1996-11-02,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-11-02,2,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-11-02,3,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-11-02,4,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-11-02,5,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-11-09,1,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-11-09,2,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-11-09,3,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-11-09,4,Macarena (Bayside Boys Mix),Los Del Rio,
1996-11-09,5,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-11-16,1,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-11-16,2,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-11-16,3,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-11-16,4,Macarena (Bayside Boys Mix),Los Del Rio,
1996-11-16,5,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-11-23,1,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-11-23,2,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-11-23,3,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-11-23,4,Mouth,Merril Bainbridge,https://open.spotify.com/track/11Ki2bHWXTEug0DAfKcDDD
1996-11-23,5,Nobody,Keith Sweat Featuring Athena Cage,
1996-11-30,1,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-11-30,2,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-11-30,3,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-11-30,4,Mouth,Merril Bainbridge,https://open.spotify.com/track/11Ki2bHWXTEug0DAfKcDDD
1996-11-30,5,Nobody,Keith Sweat Featuring Athena Cage,
1996-12-07,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-12-07,2,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-12-07,3,Nobody,Keith Sweat Featuring Athena Cage,
1996-12-07,4,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1996-12-07,5,It's All Coming Back To Me Now,Celine Dion,https://open.spotify.com/track/5EQzuYfTZt7B2LqlvTF49l
1996-12-14,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-12-14,2,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-12-14,3,Nobody,Keith Sweat Featuring Athena Cage,
1996-12-14,4,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1996-12-14,5,Mouth,Merril Bainbridge,https://open.spotify.com/track/11Ki2bHWXTEug0DAfKcDDD
1996-12-21,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-12-21,2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1996-12-21,3,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-12-21,4,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1996-12-21,5,Nobody,Keith Sweat Featuring Athena Cage,
1996-12-28,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1996-12-28,2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1996-12-28,3,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1996-12-28,4,No Diggity,BLACKstreet (Featuring Dr. Dre),
1996-12-28,5,Nobody,Keith Sweat Featuring Athena Cage,
1997-01-04,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-01-04,2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-01-04,3,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-01-04,4,No Diggity,BLACKstreet (Featuring Dr. Dre),
1997-01-04,5,Nobody,Keith Sweat Featuring Athena Cage,
1997-01-11,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-01-11,2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-01-11,3,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-01-11,4,Nobody,Keith Sweat Featuring Athena Cage,
1997-01-11,5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,
1997-01-18,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-01-18,2,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-01-18,3,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-01-18,4,Nobody,Keith Sweat Featuring Athena Cage,
1997-01-18,5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,
1997-01-25,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-01-25,2,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-01-25,3,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-01-25,4,Nobody,Keith Sweat Featuring Athena Cage,
1997-01-25,5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,
1997-02-01,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-02-01,2,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-02-01,3,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-02-01,4,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,
1997-02-01,5,Nobody,Keith Sweat Featuring Athena Cage,
1997-02-08,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-02-08,2,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-02-08,3,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-02-08,4,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-02-08,5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,
1997-02-15,1,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-02-15,2,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-02-15,3,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-02-15,4,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-02-15,5,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-02-22,1,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-02-22,2,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-02-22,3,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-02-22,4,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-02-22,5,Don't Let Go (Love),En Vogue,https://open.spotify.com/track/06TuMCjDEYjTOJScCRzmjf
1997-03-01,1,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-03-01,2,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-03-01,3,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-03-01,4,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-03-01,5,Foolish Games/You Were Meant For Me,Jewel,
1997-03-08,1,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-03-08,2,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-03-08,3,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-03-08,4,Foolish Games/You Were Meant For Me,Jewel,
1997-03-08,5,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,https://open.spotify.com/track/3DOoPr38TOxF5E4E7Lqk8c
1997-03-15,1,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-03-15,2,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-03-15,3,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-03-15,4,Foolish Games/You Were Meant For Me,Jewel,
1997-03-15,5,In My Bed,Dru Hill,https://open.spotify.com/track/2tR3FMUgtCTWheiDNnLtMP
1997-03-22,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-03-22,2,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-03-22,3,Foolish Games/You Were Meant For Me,Jewel,
1997-03-22,4,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-03-22,5,In My Bed,Dru Hill,https://open.spotify.com/track/2tR3FMUgtCTWheiDNnLtMP
1997-03-29,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-03-29,2,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-03-29,3,Foolish Games/You Were Meant For Me,Jewel,
1997-03-29,4,In My Bed,Dru Hill,https://open.spotify.com/track/2tR3FMUgtCTWheiDNnLtMP
1997-03-29,5,Un-Break My Heart,Toni Braxton,https://open.spotify.com/track/5Ihd9HrPvOADyVoonH9ZjB
1997-04-05,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-04-05,2,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-04-05,3,Foolish Games/You Were Meant For Me,Jewel,
1997-04-05,4,All By Myself,Celine Dion,https://open.spotify.com/track/0gsl92EMIScPGV1AU35nuD
1997-04-05,5,In My Bed,Dru Hill,https://open.spotify.com/track/2tR3FMUgtCTWheiDNnLtMP
1997-04-12,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-04-12,2,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-04-12,3,Foolish Games/You Were Meant For Me,Jewel,
1997-04-12,4,All By Myself,Celine Dion,https://open.spotify.com/track/0gsl92EMIScPGV1AU35nuD
1997-04-12,5,"For You I Will (From ""Space Jam"")",Monica,
1997-04-19,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-04-19,2,Foolish Games/You Were Meant For Me,Jewel,
1997-04-19,3,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-04-19,4,"For You I Will (From ""Space Jam"")",Monica,
1997-04-19,5,All By Myself,Celine Dion,https://open.spotify.com/track/0gsl92EMIScPGV1AU35nuD
1997-04-26,1,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-04-26,2,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-04-26,3,Foolish Games/You Were Meant For Me,Jewel,
1997-04-26,4,"For You I Will (From ""Space Jam"")",Monica,
1997-04-26,5,Wannabe,Spice Girls,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
1997-05-03,1,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-05-03,2,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-05-03,3,Foolish Games/You Were Meant For Me,Jewel,
1997-05-03,4,"For You I Will (From ""Space Jam"")",Monica,
1997-05-03,5,I Want You,Savage Garden,https://open.spotify.com/track/3XorCFmcupSm5QS6hA9g4N
1997-05-10,1,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-05-10,2,Foolish Games/You Were Meant For Me,Jewel,
1997-05-10,3,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),
1997-05-10,4,I Want You,Savage Garden,https://open.spotify.com/track/3XorCFmcupSm5QS6hA9g4N
1997-05-10,5,"For You I Will (From ""Space Jam"")",Monica,
1997-05-17,1,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-05-17,2,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-05-17,3,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-05-17,4,Foolish Games/You Were Meant For Me,Jewel,
1997-05-17,5,"For You I Will (From ""Space Jam"")",Monica,
1997-05-24,1,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-05-24,2,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-05-24,3,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-05-24,4,"For You I Will (From ""Space Jam"")",Monica,
1997-05-24,5,Say You'll Be There,Spice Girls,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy
1997-05-31,1,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-05-31,2,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-05-31,3,Say You'll Be There,Spice Girls,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy
1997-05-31,4,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-05-31,5,Foolish Games/You Were Meant For Me,Jewel,
1997-06-07,1,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-06-07,2,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-06-07,3,Say You'll Be There,Spice Girls,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy
1997-06-07,4,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-06-07,5,The Freshmen,The Verve Pipe,https://open.spotify.com/track/21jEuMn2lf37715rwjow2M
1997-06-14,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-06-14,2,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-06-14,3,Say You'll Be There,Spice Girls,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy
1997-06-14,4,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-06-14,5,Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
1997-06-21,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-06-21,2,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-06-21,3,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-06-21,4,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,
1997-06-21,5,Say You'll Be There,Spice Girls,https://open.spotify.com/track/1yTQ39my3MoNROlFw3RDNy
1997-06-28,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-06-28,2,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-06-28,3,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-06-28,4,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-06-28,5,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,
1997-07-05,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-07-05,2,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-07-05,3,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-07-05,4,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-07-05,5,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,
1997-07-12,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-07-12,2,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-07-12,3,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-07-12,4,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-07-12,5,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,
1997-07-19,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-07-19,2,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-07-19,3,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-07-19,4,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-07-19,5,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,
1997-07-26,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-07-26,2,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-07-26,3,Quit Playing Games (With My Heart),Backstreet Boys,https://open.spotify.com/track/0Uqs7ilt5kGX9NzFDWTBrP
1997-07-26,4,Return Of The Mack,Mark Morrison,https://open.spotify.com/track/3jDdpx9PMlfMBS5tOBHFm9
1997-07-26,5,MMMBop,Hanson,https://open.spotify.com/track/0lnxrQAd9ZxbhBBe7d8FO8
1997-08-02,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-08-02,2,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-08-02,3,Quit Playing Games (With My Heart),Backstreet Boys,https://open.spotify.com/track/0Uqs7ilt5kGX9NzFDWTBrP
1997-08-02,4,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,
1997-08-02,5,Semi-Charmed Life,Third Eye Blind,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
1997-08-09,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-08-09,2,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,
1997-08-09,3,Quit Playing Games (With My Heart),Backstreet Boys,https://open.spotify.com/track/0Uqs7ilt5kGX9NzFDWTBrP
1997-08-09,4,Semi-Charmed Life,Third Eye Blind,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
1997-08-09,5,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-08-16,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-08-16,2,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,
1997-08-16,3,Quit Playing Games (With My Heart),Backstreet Boys,https://open.spotify.com/track/0Uqs7ilt5kGX9NzFDWTBrP
1997-08-16,4,Semi-Charmed Life,Third Eye Blind,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
1997-08-16,5,Bitch,Meredith Brooks,https://open.spotify.com/track/3i6qNxyVgIdUZTTi5m25EM
1997-08-23,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,
1997-08-23,2,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,
1997-08-23,3,Quit Playing Games (With My Heart),Backstreet Boys,https://open.spotify.com/track/0Uqs7ilt5kGX9NzFDWTBrP
1997-08-23,4,Semi-Charmed Life,Third Eye Blind,https://open.spotify.com/track/42et6fnHCw1HIPSrdPprMl
1997-08-23,5,2 Become 1,Spice Girls,https://open.spotify.com/track/36AWdhZIGLUTkWpJDhe7va
