chart_week,current_week,title,performer,spotify_link
1995-10-14,5,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-10-21,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-10-21,2,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-10-21,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-10-21,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-10-21,5,You Are Not Alone,Michael Jackson,https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0
1995-10-28,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-10-28,2,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-10-28,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-10-28,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-10-28,5,You Are Not Alone,Michael Jackson,https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0
1995-11-04,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-11-04,2,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-11-04,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-11-04,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-11-04,5,Tell Me,Groove Theory,https://open.spotify.com/track/2lp8xjq0WTm3HZKHuDEweg
1995-11-11,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-11-11,2,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-11-11,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-11-11,4,Kiss From A Rose,Seal,https://open.spotify.com/track/3YKptz29AsOlm7WAVnztBh
1995-11-11,5,Tell Me,Groove Theory,https://open.spotify.com/track/2lp8xjq0WTm3HZKHuDEweg
1995-11-18,1,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-11-18,2,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-11-18,3,Runaway,Janet Jackson,https://open.spotify.com/track/6ayyzu6smOchwXO1vxwfn6
1995-11-18,4,You Remind Me Of Something,R. Kelly,https://open.spotify.com/track/01rYWOpu72uFQORnWN84C3
1995-11-18,5,Tell Me,Groove Theory,https://open.spotify.com/track/2lp8xjq0WTm3HZKHuDEweg
1995-11-25,1,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-11-25,2,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-11-25,3,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-11-25,4,You Remind Me Of Something,R. Kelly,https://open.spotify.com/track/01rYWOpu72uFQORnWN84C3
1995-11-25,5,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-02,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-02,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-02,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-02,4,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-12-02,5,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-12-09,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-09,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-09,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-09,4,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-12-09,5,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-12-16,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-16,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-16,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-16,4,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-12-16,5,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-12-23,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-23,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-23,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-23,4,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-12-23,5,Fantasy,Mariah Carey,https://open.spotify.com/track/6xkryXuiZU360Lngd4sx13
1995-12-30,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1995-12-30,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1995-12-30,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1995-12-30,4,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1995-12-30,5,Diggin' On You,TLC,https://open.spotify.com/track/2W2vmNmTLERMWT9XBxm35E
1996-01-06,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-01-06,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-01-06,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-01-06,4,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1996-01-06,5,Diggin' On You,TLC,https://open.spotify.com/track/2W2vmNmTLERMWT9XBxm35E
1996-01-13,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-01-13,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-01-13,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-01-13,4,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,
1996-01-13,5,Diggin' On You,TLC,https://open.spotify.com/track/2W2vmNmTLERMWT9XBxm35E
1996-01-20,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-01-20,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-01-20,3,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-01-20,4,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-01-20,5,Breakfast At Tiffany's,Deep Blue Something,https://open.spotify.com/track/1uzWOoJdADfstQuFtQFTUn
1996-01-27,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-01-27,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-01-27,3,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-01-27,4,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-01-27,5,Name,Goo Goo Dolls,https://open.spotify.com/track/1G8jae4jD8mwkXdodqHsBM
1996-02-03,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-02-03,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-02-03,3,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-02-03,4,One Of Us,Joan Osborne,https://open.spotify.com/track/1xNmF1Uep5OGutizZSbKvd
1996-02-03,5,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-02-10,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-02-10,2,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-02-10,3,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-02-10,4,One Of Us,Joan Osborne,https://open.spotify.com/track/1xNmF1Uep5OGutizZSbKvd
1996-02-10,5,Hey Lover,LL Cool J,https://open.spotify.com/track/5wG7d4cNogw0ETKaICPEYA
1996-02-17,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-02-17,2,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-02-17,3,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,https://open.spotify.com/track/1X3ypzPnyerpZuMqrDFK29
1996-02-17,4,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-02-17,5,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-02-24,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-02-24,2,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-02-24,3,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-02-24,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-02-24,5,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-02,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-03-02,2,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-03-02,3,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-02,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-02,5,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-03-09,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-03-09,2,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-09,3,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-03-09,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-09,5,Missing,Everything But The Girl,https://open.spotify.com/track/1waLmkUyMq0M5ACmf5SG7q
1996-03-16,1,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-03-16,2,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-16,3,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-03-16,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-16,5,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-03-23,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-03-23,2,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-23,3,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-23,4,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-03-23,5,One Sweet Day,Mariah Carey & Boyz II Men,https://open.spotify.com/track/7ySbfLwdCwl1EM0zNCJZ38
1996-03-30,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-03-30,2,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-03-30,3,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,https://open.spotify.com/track/4330XmgVWlx98Y3Naswycg
1996-03-30,4,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,
1996-03-30,5,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,https://open.spotify.com/track/78wi1g772j8eJPEnD8rr9z
1996-04-06,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-04-06,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-04-06,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-04-06,4,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,
1996-04-06,5,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-04-13,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-04-13,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-04-13,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-04-13,4,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-04-13,5,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,
1996-04-20,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-04-20,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-04-20,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-04-20,4,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-04-20,5,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,
1996-04-27,1,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-04-27,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-04-27,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-04-27,4,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-04-27,5,"1, 2, 3, 4 (Sumpin' New)",Coolio,https://open.spotify.com/track/2wPjoNKQAfEdgEYrPIBwAD
1996-05-04,1,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-05-04,2,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-05-04,3,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-05-04,4,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-05-04,5,"1, 2, 3, 4 (Sumpin' New)",Coolio,https://open.spotify.com/track/2wPjoNKQAfEdgEYrPIBwAD
1996-05-11,1,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-05-11,2,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-05-11,3,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-05-11,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-05-11,5,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-05-18,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-05-18,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-05-18,3,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-05-18,4,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-05-18,5,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-05-25,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-05-25,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-05-25,3,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-05-25,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-05-25,5,Ironic,Alanis Morissette,https://open.spotify.com/track/1d6KS9GH06JAd19uiBy9IE
1996-06-01,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-06-01,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-06-01,3,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-06-01,4,Nobody Knows,The Tony Rich Project,https://open.spotify.com/track/2PsHIonOTmX6bSrzIJSjyS
1996-06-01,5,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-06-08,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-06-08,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-06-08,3,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-06-08,4,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-06-08,5,You're The One,SWV,https://open.spotify.com/track/67ZorjDM25q7bETfLbHdfS
1996-06-15,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-06-15,2,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-06-15,3,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-06-15,4,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-06-15,5,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-06-22,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-06-22,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-06-22,3,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-06-22,4,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-06-22,5,"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,https://open.spotify.com/track/28UMiBhn383n9S7GL4tsxD
1996-06-29,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-06-29,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-06-29,3,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-06-29,4,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-06-29,5,Always Be My Baby,Mariah Carey,https://open.spotify.com/track/2aBxt229cbLDOvtL7Xbb9x
1996-07-06,1,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-07-06,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-07-06,3,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-07-06,4,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-07-06,5,Macarena (Bayside Boys Mix),Los Del Rio,
1996-07-13,1,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-07-13,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-07-13,3,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-07-13,4,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-07-13,5,Macarena (Bayside Boys Mix),Los Del Rio,
1996-07-20,1,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-07-20,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-07-20,3,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-07-20,4,Macarena (Bayside Boys Mix),Los Del Rio,
1996-07-20,5,Tha Crossroads,Bone Thugs-N-Harmony,https://open.spotify.com/track/5KSJ9k1FYjFLnIRlJT2wF8
1996-07-27,1,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-07-27,2,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-07-27,3,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-07-27,4,Macarena (Bayside Boys Mix),Los Del Rio,
1996-07-27,5,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-08-03,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-08-03,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-08-03,3,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-08-03,4,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-08-03,5,I Can't Sleep Baby (If I),R. Kelly,https://open.spotify.com/track/6JR2utS6oY0U6OVDmIHiqV
1996-08-10,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-08-10,2,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-08-10,3,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,
1996-08-10,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-08-10,5,Give Me One Reason,Tracy Chapman,https://open.spotify.com/track/4vDBJeeQCbhP9FaPPMsYkY
1996-08-17,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-08-17,2,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-08-17,3,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-08-17,4,You're Makin' Me High/Let It Flow,Toni Braxton,https://open.spotify.com/track/01zlPeOoGeSEtmLd0eJEdH
1996-08-17,5,Change The World,Eric Clapton,https://open.spotify.com/track/5Ds0VGkTSQ1jf4KzLUpZPb
1996-08-24,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-08-24,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-08-24,3,Loungin,LL Cool J,https://open.spotify.com/track/0UN5OvKlbg06LnZyVk48ll
1996-08-24,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
1996-08-24,5,C'mon N' Ride It (The Train),Quad City DJ's,https://open.spotify.com/track/2QLEN3RVunMas7j0PHjeAT
1996-08-31,1,Macarena (Bayside Boys Mix),Los Del Rio,
1996-08-31,2,I Love You Always Forever,Donna Lewis,https://open.spotify.com/track/1PEqh7awkpuepLBSq8ZwqD
1996-08-31,3,Hit Me Off,New Edition,https://open.spotify.com/track/0yNCFwihschpOwSgK31f2O
1996-08-31,4,Twisted,Keith Sweat,https://open.spotify.com/track/69QIVIjPMnI1ABLBqh9P1b
